timestamp,Bayview,Bernal_Heights,Castro_Upper_Market,Chinatown,Crocker_Amazon,Diamond_Heights,Downtown_Civic_Center,Excelsior,Financial_District,Glen_Park,Golden_Gate_Park,Haight_Ashbury,Inner_Richmond,Inner_Sunset,Lakeshore,Marina,Mission,Nob_Hill,Noe_Valley,North_Beach,Ocean_View,Outer_Mission,Outer_Richmond,Outer_Sunset,Pacific_Heights,Parkside,Potrero_Hill,Presidio,Presidio_Heights,Russian_Hill,Seacliff,South_of_Market,Treasure_Island_YBI,Twin_Peaks,Visitacion_Valley,West_of_Twin_Peaks,Western_Addition
2010-07-12,,3.0,1.0,,,,0.0,,,,,0.0,,0.0,,,1.0,2.0,2.0,,,,,,1.0,,1.0,,,,,,,0.0,,,0.0
2010-07-19,,0.0,2.0,,,,0.0,,,,,0.0,,0.0,,,3.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,0.0,,,0.0
2010-07-26,,1.0,0.0,,,1.0,1.0,,,,,1.0,,0.0,,,3.0,1.0,2.0,,,,,,2.0,,2.0,,1.0,,,,,0.0,,,0.0
2010-08-02,,1.0,0.0,1.0,,2.0,0.0,,,,,0.0,,0.0,,,2.0,2.0,2.0,,,,,,0.0,,3.0,,1.0,,,,,0.0,,,1.0
2010-08-09,,2.0,1.0,0.0,,1.0,0.0,,,,,1.0,,0.0,,,1.0,0.0,0.0,,,,,,2.0,,2.0,,2.0,,,,,2.0,,,0.0
2010-08-16,,3.0,2.0,0.0,,1.0,0.0,,,,,0.0,,0.0,,,3.0,0.0,2.0,,,,,,0.0,,3.0,,1.0,,,,,1.0,,,0.0
2010-08-23,,1.0,2.0,0.0,,0.0,1.0,,,,,1.0,,0.0,,,5.0,1.0,2.0,,,,,,2.0,,3.0,,2.0,,,,,2.0,,,0.0
2010-08-30,,1.0,3.0,0.0,,0.0,0.0,,,,,1.0,,0.0,,,4.0,2.0,2.0,,,,,,1.0,,4.0,,1.0,,,,,1.0,,,0.0
2010-09-06,,2.0,1.0,0.0,,2.0,1.0,,,,,0.0,,0.0,,,4.0,1.0,0.0,,,,,,2.0,,1.0,,2.0,,,,,0.0,,,0.0
2010-09-13,,1.0,1.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,8.0,1.0,3.0,,,,,,1.0,,0.0,,0.0,,,,,2.0,1.0,,0.0
2010-09-20,,2.0,2.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,6.0,3.0,2.0,,,,,,2.0,,0.0,,1.0,,,1.0,,1.0,0.0,,2.0
2010-09-27,,2.0,3.0,0.0,,0.0,1.0,,,,,1.0,,0.0,,,8.0,1.0,1.0,,,,,,2.0,,5.0,,2.0,,,0.0,,2.0,3.0,,1.0
2010-10-04,,5.0,1.0,0.0,,1.0,0.0,,,,,0.0,,0.0,,,8.0,3.0,3.0,,,,,,1.0,,2.0,,1.0,,,1.0,,0.0,0.0,,2.0
2010-10-11,,3.0,3.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,11.0,4.0,1.0,,,,,,2.0,,3.0,,0.0,,,0.0,,1.0,1.0,1.0,1.0
2010-10-18,,2.0,3.0,0.0,,0.0,2.0,,,,,0.0,,0.0,,,8.0,2.0,2.0,,,,,,1.0,,5.0,,1.0,,,0.0,,3.0,0.0,0.0,1.0
2010-10-25,,1.0,4.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,9.0,5.0,1.0,,,,,,2.0,,2.0,,1.0,,,0.0,,1.0,0.0,1.0,1.0
2010-11-01,,1.0,1.0,0.0,,0.0,1.0,,,,,0.0,,0.0,,,5.0,0.0,0.0,,,,,,1.0,,5.0,,1.0,,,0.0,,1.0,0.0,0.0,3.0
2010-11-08,,2.0,4.0,0.0,,0.0,1.0,,,,,0.0,,0.0,,,5.0,3.0,0.0,,,,,,2.0,,0.0,,2.0,,,1.0,,0.0,1.0,0.0,0.0
2010-11-15,,4.0,3.0,0.0,,1.0,0.0,,,,,1.0,,0.0,,,5.0,3.0,1.0,,,,,,3.0,,1.0,,0.0,,,1.0,,1.0,0.0,0.0,1.0
2010-11-22,,1.0,1.0,0.0,,0.0,1.0,,,,,0.0,,0.0,,,2.0,4.0,1.0,,,,,,1.0,,1.0,,0.0,,,1.0,,1.0,1.0,0.0,1.0
2010-11-29,,1.0,2.0,0.0,,0.0,2.0,,,,,0.0,,0.0,,,9.0,1.0,0.0,,,,,,1.0,,1.0,,0.0,,,0.0,,0.0,0.0,0.0,1.0
2010-12-06,,4.0,1.0,0.0,,1.0,0.0,,,,,0.0,,0.0,,,6.0,3.0,1.0,,,,,,3.0,,2.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0
2010-12-13,,1.0,1.0,0.0,,0.0,1.0,,,,,0.0,,0.0,,,5.0,3.0,2.0,,,,,,2.0,,2.0,,0.0,,,2.0,,0.0,0.0,0.0,1.0
2010-12-20,,0.0,1.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,6.0,1.0,0.0,,,,,,2.0,,1.0,,0.0,,,0.0,,0.0,0.0,0.0,4.0
2010-12-27,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,4.0,3.0,1.0,,,,,,1.0,,1.0,,0.0,,,2.0,,0.0,0.0,1.0,0.0
2011-01-03,,2.0,0.0,0.0,,0.0,2.0,,,,,2.0,,1.0,,,4.0,0.0,2.0,,,,,,0.0,,1.0,,1.0,,,2.0,,0.0,0.0,1.0,1.0
2011-01-10,,0.0,1.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,4.0,1.0,1.0,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,1.0
2011-01-17,,1.0,2.0,1.0,,0.0,2.0,,,,,0.0,,0.0,,,7.0,3.0,1.0,,,,,,1.0,,1.0,,0.0,,,1.0,,0.0,1.0,0.0,0.0
2011-01-24,,1.0,1.0,0.0,,0.0,2.0,,,,,1.0,,0.0,,,9.0,0.0,0.0,,,,1.0,,1.0,,4.0,,0.0,,,0.0,,0.0,1.0,0.0,0.0
2011-01-31,,2.0,2.0,0.0,,0.0,2.0,,1.0,,,0.0,,0.0,,,6.0,0.0,1.0,,,,0.0,,1.0,,2.0,,1.0,,,1.0,,0.0,1.0,0.0,1.0
2011-02-07,,3.0,4.0,0.0,,0.0,0.0,,0.0,,,1.0,,0.0,,,2.0,1.0,2.0,,,,0.0,,2.0,,3.0,,0.0,,,0.0,,1.0,0.0,1.0,1.0
2011-02-14,,0.0,3.0,0.0,,1.0,2.0,,1.0,,,0.0,,0.0,,,7.0,3.0,1.0,,,,0.0,,0.0,,2.0,,0.0,,,0.0,,1.0,0.0,0.0,0.0
2011-02-21,,1.0,4.0,0.0,,1.0,2.0,,0.0,,,1.0,,0.0,,,10.0,4.0,0.0,,,,0.0,,0.0,,2.0,,0.0,,,0.0,,1.0,0.0,0.0,1.0
2011-02-28,,2.0,1.0,0.0,,2.0,2.0,,1.0,,,1.0,,0.0,,,8.0,5.0,3.0,,,,0.0,,2.0,,3.0,,0.0,,,2.0,,0.0,0.0,0.0,2.0
2011-03-07,,4.0,4.0,0.0,,0.0,1.0,1.0,1.0,,,0.0,,0.0,,,10.0,5.0,0.0,,,,0.0,,1.0,,2.0,,0.0,,,1.0,,1.0,0.0,0.0,1.0
2011-03-14,,2.0,2.0,0.0,,0.0,1.0,1.0,1.0,,,0.0,,0.0,,,10.0,3.0,0.0,,,,0.0,,1.0,,0.0,,0.0,,,1.0,,1.0,0.0,0.0,1.0
2011-03-21,,1.0,1.0,0.0,,0.0,1.0,0.0,2.0,,,1.0,,1.0,,,10.0,1.0,1.0,,,,0.0,,1.0,,1.0,,0.0,,,2.0,,2.0,0.0,0.0,1.0
2011-03-28,,1.0,2.0,0.0,,0.0,1.0,2.0,3.0,,,0.0,,1.0,,,10.0,2.0,0.0,,,,0.0,,2.0,,2.0,,0.0,,,2.0,,1.0,1.0,0.0,3.0
2011-04-04,,0.0,3.0,0.0,,0.0,1.0,2.0,3.0,1.0,,1.0,,1.0,,,9.0,4.0,0.0,,,,1.0,,1.0,,3.0,,0.0,,,2.0,,2.0,0.0,0.0,2.0
2011-04-11,,4.0,3.0,0.0,,1.0,3.0,0.0,0.0,0.0,,0.0,,0.0,,,7.0,4.0,1.0,,,,0.0,,1.0,,2.0,,0.0,,,1.0,,2.0,0.0,0.0,4.0
2011-04-18,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,,8.0,2.0,3.0,,,,0.0,,3.0,,4.0,,0.0,,,1.0,,1.0,0.0,0.0,2.0
2011-04-25,,2.0,2.0,0.0,,1.0,1.0,1.0,0.0,2.0,,1.0,,0.0,,,7.0,3.0,1.0,,,,1.0,,2.0,,2.0,,0.0,,,3.0,,1.0,0.0,1.0,2.0
2011-05-02,,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,,10.0,2.0,3.0,,,,0.0,,0.0,,3.0,,0.0,1.0,,1.0,,1.0,0.0,0.0,0.0
2011-05-09,,3.0,3.0,0.0,,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,,7.0,3.0,2.0,,,,0.0,,5.0,,2.0,,0.0,1.0,,1.0,,1.0,1.0,1.0,2.0
2011-05-16,,4.0,5.0,0.0,,1.0,1.0,5.0,1.0,0.0,,2.0,,1.0,,,8.0,4.0,2.0,,,,0.0,,4.0,,7.0,,1.0,1.0,,2.0,,5.0,2.0,0.0,2.0
2011-05-23,,3.0,5.0,0.0,,2.0,1.0,1.0,1.0,0.0,,0.0,,1.0,,,10.0,3.0,2.0,,,,0.0,1.0,5.0,,8.0,,2.0,0.0,,3.0,,4.0,1.0,1.0,5.0
2011-05-30,,3.0,2.0,0.0,,1.0,2.0,0.0,0.0,0.0,,2.0,,0.0,,,9.0,3.0,4.0,,,,1.0,0.0,3.0,,8.0,,0.0,1.0,,2.0,,1.0,1.0,0.0,6.0
2011-06-06,,6.0,7.0,0.0,,0.0,1.0,2.0,1.0,0.0,,0.0,,1.0,,,10.0,2.0,4.0,,,,0.0,0.0,2.0,,6.0,,2.0,0.0,,2.0,,2.0,1.0,0.0,5.0
2011-06-13,,4.0,6.0,0.0,,2.0,1.0,0.0,1.0,0.0,,1.0,,1.0,,,8.0,2.0,1.0,2.0,,,1.0,0.0,7.0,,5.0,,1.0,1.0,,1.0,,1.0,1.0,0.0,2.0
2011-06-20,,7.0,10.0,1.0,,1.0,3.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,5.0,2.0,1.0,0.0,,,0.0,0.0,3.0,,5.0,,0.0,0.0,,6.0,,0.0,0.0,1.0,3.0
2011-06-27,,5.0,7.0,0.0,,2.0,1.0,2.0,1.0,1.0,,0.0,0.0,0.0,,,11.0,2.0,2.0,0.0,,,0.0,0.0,2.0,,9.0,,0.0,2.0,,0.0,,0.0,1.0,1.0,3.0
2011-07-04,,6.0,8.0,0.0,,2.0,3.0,1.0,0.0,0.0,,1.0,0.0,0.0,,,11.0,2.0,3.0,0.0,,,1.0,0.0,3.0,,6.0,,0.0,2.0,,4.0,,1.0,2.0,2.0,4.0
2011-07-11,,2.0,6.0,0.0,,1.0,1.0,3.0,0.0,2.0,,1.0,1.0,0.0,,1.0,16.0,4.0,2.0,0.0,,,0.0,1.0,3.0,,5.0,,0.0,0.0,,1.0,,0.0,0.0,1.0,1.0
2011-07-18,,5.0,10.0,0.0,,3.0,1.0,3.0,0.0,0.0,,1.0,2.0,0.0,,0.0,19.0,1.0,1.0,1.0,,,1.0,0.0,0.0,,6.0,,0.0,4.0,,2.0,,3.0,1.0,2.0,5.0
2011-07-25,,6.0,7.0,1.0,,1.0,2.0,0.0,0.0,1.0,,0.0,1.0,0.0,,0.0,12.0,5.0,2.0,1.0,,,0.0,0.0,0.0,,8.0,,1.0,4.0,,1.0,,0.0,3.0,3.0,1.0
2011-08-01,,7.0,9.0,0.0,,0.0,0.0,4.0,0.0,1.0,,0.0,4.0,1.0,,0.0,8.0,5.0,4.0,0.0,,,2.0,1.0,1.0,,12.0,,2.0,1.0,,4.0,,1.0,3.0,4.0,4.0
2011-08-08,,10.0,6.0,0.0,,3.0,0.0,0.0,0.0,2.0,,0.0,4.0,1.0,,0.0,11.0,3.0,3.0,0.0,,,3.0,1.0,2.0,,9.0,,2.0,4.0,,5.0,,2.0,2.0,2.0,1.0
2011-08-15,,10.0,10.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,,2.0,5.0,0.0,,0.0,14.0,4.0,5.0,1.0,,,4.0,0.0,1.0,,7.0,,2.0,3.0,,1.0,,1.0,5.0,4.0,4.0
2011-08-22,,11.0,7.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,,2.0,1.0,2.0,,1.0,17.0,3.0,5.0,2.0,,,4.0,0.0,3.0,,9.0,,2.0,4.0,,3.0,,4.0,2.0,3.0,4.0
2011-08-29,3.0,13.0,7.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,,2.0,3.0,2.0,,0.0,14.0,2.0,4.0,0.0,,,3.0,1.0,3.0,,16.0,,1.0,3.0,,2.0,,3.0,2.0,4.0,5.0
2011-09-05,2.0,16.0,13.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,,3.0,2.0,5.0,,1.0,19.0,6.0,4.0,0.0,,,6.0,0.0,5.0,,9.0,,2.0,4.0,,3.0,,2.0,0.0,3.0,9.0
2011-09-12,3.0,10.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,4.0,0.0,4.0,,0.0,18.0,5.0,2.0,2.0,,,4.0,1.0,3.0,,9.0,,2.0,1.0,,5.0,,1.0,1.0,2.0,10.0
2011-09-19,2.0,9.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,11.0,3.0,4.0,,0.0,18.0,0.0,4.0,2.0,,,3.0,1.0,2.0,,8.0,,2.0,4.0,,4.0,,2.0,1.0,2.0,6.0
2011-09-26,3.0,12.0,7.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,,4.0,1.0,2.0,,0.0,13.0,4.0,5.0,0.0,,,4.0,0.0,4.0,,4.0,,0.0,4.0,,4.0,,3.0,2.0,2.0,5.0
2011-10-03,0.0,15.0,8.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,,7.0,2.0,4.0,,1.0,21.0,4.0,0.0,1.0,,,6.0,0.0,6.0,,10.0,,3.0,4.0,,3.0,,1.0,2.0,3.0,7.0
2011-10-10,2.0,13.0,12.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,,6.0,0.0,2.0,,1.0,20.0,5.0,6.0,1.0,,,3.0,0.0,5.0,,12.0,,0.0,6.0,,5.0,,3.0,2.0,4.0,9.0
2011-10-17,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,7.0,1.0,1.0,,1.0,16.0,2.0,6.0,2.0,,,4.0,0.0,6.0,,12.0,,2.0,5.0,1.0,4.0,,5.0,1.0,3.0,5.0
2011-10-24,1.0,9.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,7.0,0.0,1.0,,2.0,17.0,3.0,4.0,1.0,,,7.0,1.0,4.0,2.0,14.0,,2.0,4.0,0.0,4.0,,3.0,1.0,4.0,6.0
2011-10-31,1.0,6.0,6.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,,4.0,0.0,1.0,,0.0,12.0,3.0,2.0,0.0,,,2.0,0.0,2.0,0.0,8.0,,2.0,2.0,0.0,2.0,,3.0,1.0,1.0,3.0
2011-11-07,1.0,6.0,10.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,,3.0,0.0,1.0,,2.0,17.0,2.0,7.0,2.0,,,0.0,0.0,4.0,0.0,9.0,,2.0,5.0,0.0,4.0,,2.0,1.0,3.0,11.0
2011-11-14,0.0,6.0,9.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,,0.0,2.0,0.0,,1.0,8.0,2.0,2.0,3.0,,,7.0,0.0,4.0,1.0,9.0,,2.0,5.0,0.0,1.0,,1.0,2.0,5.0,3.0
2011-11-21,0.0,7.0,5.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,,4.0,2.0,1.0,,1.0,18.0,0.0,3.0,0.0,,,3.0,0.0,2.0,1.0,8.0,,1.0,2.0,0.0,4.0,,2.0,1.0,1.0,5.0
2011-11-28,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,4.0,1.0,1.0,,0.0,11.0,0.0,4.0,0.0,,,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,0.0,3.0,,0.0,0.0,2.0,6.0
2011-12-05,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,,2.0,2.0,1.0,,0.0,8.0,0.0,3.0,0.0,,,1.0,0.0,1.0,0.0,6.0,,0.0,4.0,1.0,3.0,,0.0,1.0,2.0,4.0
2011-12-12,0.0,8.0,5.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,,3.0,0.0,2.0,,2.0,16.0,2.0,6.0,1.0,,,2.0,0.0,1.0,0.0,10.0,,0.0,1.0,0.0,4.0,,1.0,0.0,2.0,5.0
2011-12-19,0.0,5.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,11.0,3.0,3.0,0.0,,,1.0,0.0,1.0,0.0,4.0,,0.0,3.0,0.0,3.0,,1.0,0.0,2.0,3.0
2011-12-26,0.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,,0.0,7.0,1.0,2.0,1.0,,,2.0,0.0,0.0,0.0,7.0,,0.0,1.0,0.0,3.0,,0.0,3.0,1.0,6.0
2012-01-02,0.0,7.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,,3.0,2.0,2.0,,0.0,17.0,1.0,4.0,0.0,,,3.0,1.0,2.0,0.0,5.0,,0.0,3.0,0.0,2.0,,0.0,2.0,1.0,5.0
2012-01-09,1.0,5.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,,4.0,1.0,0.0,,1.0,17.0,0.0,3.0,0.0,,,1.0,1.0,2.0,0.0,6.0,,2.0,5.0,0.0,3.0,,1.0,1.0,3.0,4.0
2012-01-16,1.0,6.0,10.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,,2.0,0.0,0.0,,0.0,11.0,2.0,3.0,0.0,,1.0,2.0,0.0,2.0,0.0,4.0,,1.0,3.0,0.0,4.0,,2.0,0.0,3.0,10.0
2012-01-23,3.0,8.0,7.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,,3.0,1.0,2.0,,1.0,15.0,4.0,2.0,0.0,,0.0,2.0,0.0,2.0,0.0,3.0,,0.0,2.0,0.0,4.0,,1.0,1.0,3.0,4.0
